hit,time,file,points,state,conf,impact,defect,bottom,dist_mm,threshold,peak_abs,peak_pos,peak_neg,mean,rod_len_mm,defect_true_mm,err_mm,note
87,12:42:21,hit_087_20260730_124221.csv,512,DEFECT,HIGH,0,34,115,326,500000,2717525,2717525,-2106222,-194274.0,,,,好棒 轻轻敲 铁头
88,12:42:22,hit_088_20260730_124222.csv,512,DEFECT,HIGH,0,21,116,200,500000,4097976,2315670,-4097976,-369863.6,,,,好棒 轻轻敲 铁头
89,12:42:22,hit_089_20260730_124222.csv,512,DEFECT,HIGH,0,27,115,259,500000,3746377,2203032,-3746377,-299304.3,,,,好棒 轻轻敲 铁头
90,12:42:22,hit_090_20260730_124222.csv,512,DEFECT,HIGH,0,86,115,721,500000,3959486,2232764,-3959486,-299040.2,,,,好棒 轻轻敲 铁头
91,12:42:23,hit_091_20260730_124223.csv,512,DEFECT,HIGH,0,86,115,721,500000,3898344,2224531,-3898344,-294016.1,,,,好棒 轻轻敲 铁头
92,12:42:23,hit_092_20260730_124223.csv,512,DEFECT,HIGH,0,80,114,669,500000,3965898,2326626,-3965898,-276859.6,,,,好棒 轻轻敲 铁头
93,12:42:23,hit_093_20260730_124223.csv,512,DEFECT,HIGH,0,22,117,207,500000,4012700,2232339,-4012700,-315109.8,,,,好棒 轻轻敲 铁头
94,12:42:24,hit_094_20260730_124224.csv,512,DEFECT,HIGH,0,86,114,728,500000,3830801,2309892,-3830801,-301670.1,,,,好棒 轻轻敲 铁头
95,12:42:24,hit_095_20260730_124224.csv,512,DEFECT,HIGH,0,28,114,271,500000,3774539,2303628,-3774539,-289488.3,,,,好棒 轻轻敲 铁头
96,12:42:24,hit_096_20260730_124224.csv,512,DEFECT,HIGH,0,83,113,705,500000,3503370,2246668,-3503370,-155106.1,,,,好棒 轻轻敲 铁头
97,12:42:25,hit_097_20260730_124225.csv,512,DEFECT,HIGH,0,24,114,233,500000,3645641,2158402,-3645641,-197911.4,,,,好棒 轻轻敲 铁头
98,12:42:25,hit_098_20260730_124225.csv,512,DEFECT,HIGH,0,83,113,705,500000,3594246,2266515,-3594246,-241182.0,,,,好棒 轻轻敲 铁头
99,12:42:25,hit_099_20260730_124225.csv,512,DEFECT,HIGH,0,83,113,705,500000,3593313,2249780,-3593313,-231998.2,,,,好棒 轻轻敲 铁头
100,12:42:25,hit_100_20260730_124225.csv,512,DEFECT,HIGH,0,29,113,284,500000,3444769,2667209,-3444769,-255648.4,,,,好棒 轻轻敲 铁头
101,12:42:26,hit_101_20260730_124226.csv,512,DEFECT,HIGH,0,28,114,271,500000,3362919,2513311,-3362919,-236606.4,,,,好棒 轻轻敲 铁头
102,12:42:26,hit_102_20260730_124226.csv,512,DEFECT,HIGH,0,26,114,252,500000,3278168,2391372,-3278168,-220361.0,,,,好棒 轻轻敲 铁头
103,12:42:26,hit_103_20260730_124226.csv,512,DEFECT,HIGH,0,27,113,264,500000,3551559,2394900,-3551559,-261723.7,,,,好棒 轻轻敲 铁头
104,12:42:27,hit_104_20260730_124227.csv,512,DEFECT,HIGH,0,25,113,245,500000,3097338,2431100,-3097338,-205008.9,,,,好棒 轻轻敲 铁头
105,12:42:27,hit_105_20260730_124227.csv,512,DEFECT,HIGH,0,26,113,254,500000,3065352,2378320,-3065352,-200046.7,,,,好棒 轻轻敲 铁头
106,12:42:27,hit_106_20260730_124227.csv,512,DEFECT,HIGH,0,28,114,271,500000,3675713,2536470,-3675713,-280554.0,,,,好棒 轻轻敲 铁头
107,12:42:28,hit_107_20260730_124228.csv,512,DEFECT,HIGH,0,26,113,254,500000,3341492,2432024,-3341492,-242838.7,,,,好棒 轻轻敲 铁头
108,12:42:28,hit_108_20260730_124228.csv,512,DEFECT,HIGH,0,24,113,235,500000,3342153,2312041,-3342153,-217973.0,,,,好棒 轻轻敲 铁头
109,12:42:28,hit_109_20260730_124228.csv,512,DEFECT,HIGH,0,27,113,264,500000,2918058,2535428,-2918058,-195946.7,,,,好棒 轻轻敲 铁头
110,12:42:29,hit_110_20260730_124229.csv,512,DEFECT,HIGH,0,28,113,274,500000,2864770,2578703,-2864770,-186190.0,,,,好棒 轻轻敲 铁头
